STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2020,,-1.64,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2021,,1.13,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2022,,0.08,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2023,,0.57,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2024,,0.27,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2020,,-1.22,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2021,,0.20,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2022,,0.79,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2023,,-0.28,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2024,,0.03,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2020,,-0.18,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2021,,0.91,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2022,,0.17,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2023,,-0.40,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2024,,0.02,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2020,,-2.38,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2021,,1.26,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2022,,0.50,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2023,,-0.17,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2024,,-0.53,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2020,,-4.89,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2021,,2.39,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2022,,1.92,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2023,,0.41,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2024,,0.32,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2020,,-5.41,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2021,,2.79,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2022,,2.89,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2023,,0.94,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2024,,0.73,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2020,,-2.22,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2021,,1.34,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2022,,1.24,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2023,,0.06,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2024,,0.16,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2020,,-1.09,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2021,,0.27,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2022,,0.22,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2023,,-0.70,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2024,,-0.14,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2020,,-2.38,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2021,,1.13,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2022,,1.53,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2023,,0.05,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2024,,0.14,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2020,,-3.36,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2021,,4.03,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2022,,2.91,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2023,,0.63,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2024,,1.17,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2020,,-0.97,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2021,,1.83,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2022,,1.12,,,,,
