STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,na_item,National accounts indicator (ESA 2010),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CH,Switzerland,2020,,387678.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CH,Switzerland,2021,,400689.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CH,Switzerland,2022,,455482.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CH,Switzerland,2023,,487327.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CH,Switzerland,2024,,512555.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CY,Cyprus,2020,,10572.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CY,Cyprus,2021,,11408.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CY,Cyprus,2022,,12776.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CY,Cyprus,2023,,13638.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CY,Cyprus,2024,,14611.2,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CZ,Czechia,2020,,99187.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CZ,Czechia,2021,,109727.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CZ,Czechia,2022,,123392.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CZ,Czechia,2023,,136048.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",CZ,Czechia,2024,,137927.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DE,Germany,2020,,1894056.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DE,Germany,2021,,1963032.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DE,Germany,2022,,2081653.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DE,Germany,2023,,2223568.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DE,Germany,2024,,2350171.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DK,Denmark,2020,,162376.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DK,Denmark,2021,,171890.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DK,Denmark,2022,,183709.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DK,Denmark,2023,,192070.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",DK,Denmark,2024,,201748.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EE,Estonia,2020,,13814.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EE,Estonia,2021,,15058.8,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EE,Estonia,2022,,17133.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EE,Estonia,2023,,18995.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EE,Estonia,2024,,19918.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EL,Greece,2020,,65290.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EL,Greece,2021,,70113.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EL,Greece,2022,,73551.2,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EL,Greece,2023,,77454.3,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EL,Greece,2024,,83216.7,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ES,Spain,2020,,561866.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ES,Spain,2021,,604193.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ES,Spain,2022,,655862.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ES,Spain,2023,,715607.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ES,Spain,2024,,770480.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EU27_2020,European Union - 27 countries (from 2020),2020,,6613767.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EU27_2020,European Union - 27 countries (from 2020),2021,,7029412.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EU27_2020,European Union - 27 countries (from 2020),2022,,7539677.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EU27_2020,European Union - 27 countries (from 2020),2023,,8087991.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",EU27_2020,European Union - 27 countries (from 2020),2024,,8593859.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FI,Finland,2020,,110869.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FI,Finland,2021,,118106.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FI,Finland,2022,,126139.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FI,Finland,2023,,132413.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FI,Finland,2024,,133829.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FR,France,2020,,1195011.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FR,France,2021,,1285635.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FR,France,2022,,1378355.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FR,France,2023,,1449256.1,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",FR,France,2024,,1502873.7,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HR,Croatia,2020,,24852.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HR,Croatia,2021,,26607.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HR,Croatia,2022,,30408.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HR,Croatia,2023,,36037.2,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HR,Croatia,2024,,42577.7,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HU,Hungary,2020,,58348.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HU,Hungary,2021,,63003.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HU,Hungary,2022,,68620.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HU,Hungary,2023,,81380.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",HU,Hungary,2024,,88674.0,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IE,Ireland,2020,,106103.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IE,Ireland,2021,,117272.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IE,Ireland,2022,,128590.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IE,Ireland,2023,,142550.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IE,Ireland,2024,,152046.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IS,Iceland,2020,,10289.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IS,Iceland,2021,,11670.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IS,Iceland,2022,,14321.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IS,Iceland,2023,,15370.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IS,Iceland,2024,,16469.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IT,Italy,2020,,677961.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IT,Italy,2021,,738220.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IT,Italy,2022,,783597.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IT,Italy,2023,,823519.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",IT,Italy,2024,,866056.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LI,Liechtenstein,2020,,3526.8,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LI,Liechtenstein,2021,,3749.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LI,Liechtenstein,2022,,4145.5,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LT,Lithuania,2020,,23825.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LT,Lithuania,2021,,26970.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LT,Lithuania,2022,,31411.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LT,Lithuania,2023,,35776.3,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LT,Lithuania,2024,,39785.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LU,Luxembourg,2020,,32229.8,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LU,Luxembourg,2021,,34935.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LU,Luxembourg,2022,,37725.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LU,Luxembourg,2023,,39461.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LU,Luxembourg,2024,,40721.1,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LV,Latvia,2020,,15015.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LV,Latvia,2021,,15869.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LV,Latvia,2022,,17872.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LV,Latvia,2023,,20680.3,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",LV,Latvia,2024,,22281.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ME,Montenegro,2020,,1879.3,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ME,Montenegro,2021,,2010.8,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ME,Montenegro,2022,,2377.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",ME,Montenegro,2023,,2900.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MK,North Macedonia,2020,,4214.3,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MK,North Macedonia,2021,,4505.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MK,North Macedonia,2022,,5020.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MK,North Macedonia,2023,,5092.6,,e,estimated,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MT,Malta,2020,,6445.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MT,Malta,2021,,6923.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MT,Malta,2022,,7631.9,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MT,Malta,2023,,8365.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",MT,Malta,2024,,9377.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NL,Netherlands,2020,,406330.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NL,Netherlands,2021,,423799.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NL,Netherlands,2022,,454769.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NL,Netherlands,2023,,489436.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NL,Netherlands,2024,,525311.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NO,Norway,2020,,162035.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NO,Norway,2021,,181438.3,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NO,Norway,2022,,197893.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NO,Norway,2023,,188584.7,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",NO,Norway,2024,,195760.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PL,Poland,2020,,215341.4,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PL,Poland,2021,,225911.5,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PL,Poland,2022,,249983.6,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PL,Poland,2023,,294217.1,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PL,Poland,2024,,350040.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PT,Portugal,2020,,96895.0,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PT,Portugal,2021,,103756.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PT,Portugal,2022,,113604.2,,,,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PT,Portugal,2023,,126231.1,,p,provisional,,
dataflow,ESTAT:TEC00013(1.0),Compensation of employees,A,Annual,D1,Compensation of employees,CP_MEUR,"Current prices, million euro",PT,Portugal,2024,,137661.8,,p,provisional,,
