STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BA,Bosnia and Herzegovina,2020,,-2.28,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BA,Bosnia and Herzegovina,2021,,5.88,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BA,Bosnia and Herzegovina,2022,,3.48,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BA,Bosnia and Herzegovina,2023,,1.72,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BA,Bosnia and Herzegovina,2024,,1.95,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BE,Belgium,2020,,-3.76,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BE,Belgium,2021,,5.13,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BE,Belgium,2022,,4.07,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BE,Belgium,2023,,0.97,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BE,Belgium,2024,,0.93,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2020,,-2.70,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2021,,7.06,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2022,,4.78,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2023,,1.12,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2024,,2.20,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2020,,-1.99,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2021,,5.41,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2022,,2.96,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2023,,0.69,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2024,,1.35,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2020,,-2.76,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2021,,10.16,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2022,,6.40,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2023,,2.45,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2024,,3.05,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2020,,-4.57,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2021,,3.58,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2022,,2.65,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2023,,0.43,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2024,,0.42,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2020,,-3.83,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2021,,3.41,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2022,,1.55,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2023,,0.20,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2024,,-0.24,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2020,,-2.06,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2021,,5.90,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2022,,1.19,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2023,,1.27,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2024,,3.39,,d,definition differs (see metadata),,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2020,,-2.35,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2021,,5.68,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2022,,0.53,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2023,,-2.82,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2024,,-1.00,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2020,,-7.90,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2021,,7.14,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2022,,4.62,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2023,,1.94,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2024,,1.57,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2020,,-9.86,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2021,,5.74,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2022,,6.07,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2023,,2.63,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2024,,3.24,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2020,,-4.84,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2021,,5.56,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2022,,3.40,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2023,,0.76,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2024,,0.91,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2020,,-2.10,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2021,,2.38,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2022,,0.93,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2023,,-0.15,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2024,,0.29,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2020,,-6.45,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2021,,5.80,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2022,,2.62,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2023,,1.78,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2024,,1.38,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2020,,-5.94,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2021,,9.68,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2022,,6.87,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2023,,2.90,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2024,,2.98,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2020,,-3.90,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2021,,6.45,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2022,,3.86,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2023,,-0.21,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2024,,0.26,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2020,,7.42,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2021,,15.38,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2022,,9.26,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2023,,-5.37,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2024,,-2.23,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",IS,Iceland,2020,,-6.24,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",TOTAL,Total - all NACE activities,B1G,"Value added, gross",IS,Iceland,2021,,4.53,,,,,
